sentence	start	end	text_name	words	chars
Mitä ystävällisin vastaanotto.	216632	216662	jarnefelt1916a	2	30
Mitä, Sanukka?	459394	459408	lehtonen1910a	1	14
Mitään vaikutusta puheillani ei ollut.	205822	205860	jarnefelt1916a	4	38
Mitähän ne ovat tehneet sillä aikaa?	121933	121969	pakkala1895a	5	36
Mitähän ne sanovat?	550308	550327	lehtonen1910a	2	19
Mitähän ne taas siellä mekastavat?	341903	341937	lehtonen1910a	4	34
Mitähän ne vieraat ovat?	405736	405760	lehtonen1910a	3	24
Mitähän ne viirut ovat?	175339	175362	lehtonen1910a	3	23
Mitähän niissä olisi?	553185	553206	lehtonen1910a	2	21
Mitähän nyt tullee.	548680	548699	lehtonen1910a	2	19
Mitähän se tarkoitti?	375558	375579	lehtonen1910a	2	21
Mitähän tytöt sanovat, kun hän parantuu?	128777	128817	pakkala1895a	5	40
Mitäpä hänellä oli sanottavaa?	69786	69816	canth1886a	3	30
Mitäpä rahaa Saaralla olisi?	250295	250323	lehtonen1910a	3	28
Mitäs ne lapset siellä?	201714	201737	lehtonen1910a	3	23
Mitäs se Juutas sanoi tässä Moksista?	387654	387691	lehtonen1910a	5	37
Mitäs sinä siinä ratustelet?	199672	199700	lehtonen1910a	3	28
Mitäs tämä on?	553404	553418	lehtonen1910a	2	14
Mitäs, jos Muttinen kuolisi perunamyrkytykseen?	600696	600743	lehtonen1910a	4	47
Mitäs, Mauno, jospa me autetaan Rosinukkaa?	522347	522390	lehtonen1910a	5	43
Miten hän tullee siellä toimeen.	214125	214157	canth1886a	4	32
Miten hemmetissä saisin hänet sitä rakastamaan?	779045	779092	lehtonen1910a	5	47
Miten ruskea sinä olet, sinä ruskeasilmä.	552766	552807	lehtonen1910a	5	41
Miten se oli selitettävissä?	86914	86942	jarnefelt1916a	3	28
Mitenkä tässä on ennättänyt sitä keitellä?	101202	101244	lehtonen1910a	5	42
Mitkä ovat oikeastaan vaatimuksenne miehiin nähden?	228874	228925	jarnefelt1916a	5	51
Mitkä?	722358	722364	lehtonen1910a	0	6
Moisesta Jussi yltyi silmittömäksi.	70612	70647	lassila1910a	3	35
Mökeissä ja taloissa.	52037	52058	lehtonen1910a	2	21
Mökiltä ei muita teitä kuin vesi.	782211	782244	lehtonen1910a	5	33
Mökin pihalla ei vielä liiku ketään.	12837	12873	lehtonen1910a	5	36
Mökin pihalla näyttää seisovan pari miestä.	536265	536308	lehtonen1910a	5	43
Mökin pihalla on aivan hiljaista.	465667	465700	lehtonen1910a	4	33
Mökin pihalla on hiljaista.	10957	10984	lehtonen1910a	3	27
Mökin savupiipusta leijailee sauhua.	613006	613042	lehtonen1910a	3	36
Mökkiläiset kerääntyvät ympärille.	375012	375046	lehtonen1910a	2	34
Mökkiläisiä possakassa.	338861	338884	lehtonen1910a	1	23
Mokomat parjaajat.	198011	198029	canth1886a	1	18
Moksi ponnistelee vastaan, naukaisee ja raapii.	640585	640632	lehtonen1910a	5	47
Moksia Repekka nyt vanuttaisi.	71645	71675	lehtonen1910a	3	30
Molemmat miettivät yhä asiaa.	20282	20311	lassila1910a	3	29
Molemmat olivat äänettöminä.	120749	120777	canth1886a	2	28
Molemmat palvelijat painoivat häntä takaisin vuoteelle.	234783	234838	canth1886a	5	55
Molemmat puhuivat ikäänkuin itseksensä.	149135	149174	lassila1910a	3	39
Molemmat samassa.	727726	727743	lehtonen1910a	1	17
Molemmat taas emme voi matkustaa.	207495	207528	jarnefelt1916a	4	33
Molemmin puolin ovea riippui päällysvaatteita seinällä.	24146	24201	canth1886a	5	55
Monesti ei Rosina käykään kaupungissa.	190122	190160	lehtonen1910a	4	38
Monta kertaa sain hihallani kuivata kasvoja.	273360	273404	jarnefelt1916a	5	44
Moottori kääntyi toisen niemen ympäri.	533692	533730	lehtonen1910a	4	38
Morsiamista kuullessaan Malakias punastuu vihasta.	170593	170643	lehtonen1910a	4	50
Morsian sitten.	201234	201249	canth1886a	1	15
Muista ikkunoista ei se vielä paistakaan.	117821	117862	lehtonen1910a	5	41
Muista se.	217410	217420	lehtonen1910a	1	10
Muista.	100485	100492	jarnefelt1913a	0	7
Muistaa se vaadittaa työhön.	367937	367965	lehtonen1910a	3	28
Muistakin asioista se oli nälkyttänyt.	27334	27372	lehtonen1910a	4	38
Muistan Jöijeäni hänen viidenneltä ikävuodeltaan asti.	49357	49411	jarnefelt1916a	5	54
Muistan.	349800	349808	lehtonen1910a	0	8
Muistotkin täällä minua siihen kehottavat.	766637	766679	lehtonen1910a	4	42
Muitakin ehtoja oli vielä.	28510	28536	lehtonen1910a	3	26
Muka vieraisilla, miestään kuljettaen.	245543	245581	lehtonen1910a	3	38
Mukavuuteen tottuneen.	697119	697141	lehtonen1910a	1	22
Multaa turpa täyteen.	506539	506560	lehtonen1910a	2	21
Mummo kulkee lämpöistä kujaa edelleen.	319620	319658	lehtonen1910a	4	38
Mummo menee läheltä kurkistamaan.	201251	201284	lehtonen1910a	3	33
Mummo on tuonut risuja kahvipuiksi.	327946	327981	lehtonen1910a	4	35
Mummo selittää, että eikö liene saanut.	426050	426089	lehtonen1910a	5	39
Mummo siunailee veräjällä.	80661	80687	lehtonen1910a	2	26
Mummo siunailee.	437701	437717	lehtonen1910a	1	16
Mummo tähystelee vielä pihalle päin.	688185	688221	lehtonen1910a	4	36
Mummo tuutii Luukasta.	422642	422664	lehtonen1910a	2	22
Mummo voihkii tätä poloista elämää.	516799	516834	lehtonen1910a	4	35
Mummon sanat muuttuvatkin kiitolliseksi ihmettelyksi.	433971	434024	lehtonen1910a	4	53
Musiikki soi.	189146	189159	canth1886a	1	13
Musta pimeys ammotti heille vastaan.	89070	89106	canth1886a	4	36
Musta sametti korottaa teidän hiviönne hohdetta.	197219	197267	canth1886a	5	48
Mut asia tule oikköyden etten.	110153	110183	jarnefelt1913a	4	30
Mut ei yhtaikka, rakas pikku.	95472	95501	jarnefelt1913a	4	29
Mut miitä tämä on?	108449	108467	jarnefelt1913a	3	18
Muta ei se ole niin.	203664	203684	jarnefelt1916a	4	20
Mutisi niiden olevan suuria.	73860	73888	lehtonen1910a	3	28
Mutta Aappo ei välittänyt enää.	68663	68694	pakkala1895a	4	31
Mutta äärettömän hauskaa se vaan oli.	67233	67270	jarnefelt1916a	5	37
Mutta äiti ei herännyt.	32911	32934	canth1886a	3	23
Mutta äiti ei siihen suostunut.	72059	72090	pakkala1895a	4	31
Mutta äiti heitä torui.	7324	7347	canth1886a	3	23
Mutta ajatukset menivät väkistenkin aina siihen.	126737	126785	canth1886a	5	48
Mutta älähän nyt hätäile.	789018	789043	lehtonen1910a	3	25
Mutta alkaminen on aina niin vaikea.	503475	503511	lehtonen1910a	5	36
Mutta Alma vielä pidätti.	123250	123275	canth1886a	3	25
Mutta Almalle tuli toinen tuska.	223940	223972	canth1886a	4	32
Mutta Alman silmät olivat auki yhä.	231746	231781	canth1886a	5	35
Mutta Ananiakselle tarjoaa Muttinen paperossin.	555601	555648	lehtonen1910a	4	47
Mutta Ananiasta ei näy.	384776	384799	lehtonen1910a	3	23
Mutta Anna Liisa oli vielä epätietoinen.	258443	258483	lassila1910a	5	40
Mutta antaisimme sen heille mielellämme anteeksi.	787481	787530	lehtonen1910a	5	49
Mutta Antti koetti vielä onneansa.	22204	22238	lassila1910a	4	34
Mutta Antti kokoilikin vain voimiansa.	31757	31795	lassila1910a	4	38
Mutta Antti osottautuikin oikeaksi puhemieheksi.	128301	128349	lassila1910a	4	48
Mutta asia ei ollutkaan unohtunut.	9737	9771	lassila1910a	4	34
Mutta ei hän siitä välittänyt.	330596	330626	lehtonen1910a	4	30
Mutta ei hän unta saanut.	132968	132993	canth1886a	4	25
Mutta ei häntä kukaan katsokaan.	286978	287010	lehtonen1910a	4	32
Mutta ei ihan ikkunan alla paskimassa.	389733	389771	lehtonen1910a	5	38
Mutta ei kukaan ollut nauranut.	27485	27516	pakkala1895a	4	31
Mutta ei kuulu hiljaistakaan lehmien ammumista.	46116	46163	lehtonen1910a	5	47
Mutta ei se äiti Jopille valehtele.	130305	130340	lehtonen1910a	5	35
Mutta ei se sen virkeämmäksi tullut.	75805	75841	lehtonen1910a	5	36
Mutta ei siinä kaikki.	191277	191299	jarnefelt1916a	3	22
Mutta ei siinä kyllin.	150933	150955	jarnefelt1916a	3	22
Mutta ei sitä mies voi peräytyä.	503396	503428	lehtonen1910a	5	32
Mutta ei tuli syttynyt vielä.	78148	78177	lassila1910a	4	29
Mutta ei.	254881	254890	jarnefelt1916a	1	9
Mutta eihän hän kiireiltään aina joutanut.	54083	54125	pakkala1895a	5	42
Mutta eihän John sitä kuullut.	131501	131531	canth1886a	4	30
Mutta eihän Partanen voinut sitä tietää.	214832	214872	lassila1910a	5	40
Mutta eihän Rosina häntä tarkoittanut, vierasta.	518693	518741	lehtonen1910a	5	48
Mutta eihän se nyt enää.	749512	749536	lehtonen1910a	4	24
Mutta eihän siellä ollutkaan mitään.	674877	674913	lehtonen1910a	4	36
Mutta eihän tuota nyt ruostetta tarvitakaan.	568157	568201	lehtonen1910a	5	44
Mutta eikö hän aio saunaan?	733187	733214	lehtonen1910a	4	27
Mutta eikö saa olla minun hilloani?	107454	107489	jarnefelt1913a	5	35
Mutta eipä Mauno aikone olla millänsäkään.	547127	547169	lehtonen1910a	5	42
Mutta eipä nyt tule Moksi moksittamallakaan.	197696	197740	lehtonen1910a	5	44
Mutta eivät ne häntä sinne ottaneet.	654422	654458	lehtonen1910a	5	36
Mutta eivät päästä rahtilaiset asiaa käsistään.	283636	283683	lassila1910a	5	47
Mutta eivät tahtoneet asettua.	125280	125310	pakkala1895a	3	30
Mutta eivät vain tappurat leimahtaneet.	96304	96343	lassila1910a	4	39
Mutta eiväthän kanervat vielä kukkine?	583517	583555	lehtonen1910a	4	38
Mutta eivätkö olleetkin pojat ilkeitä?	69609	69647	pakkala1895a	4	38
Mutta elää täytyy.	589600	589618	lehtonen1910a	2	18
Mutta Elsa oli pahoillaan.	46659	46685	pakkala1895a	3	26
Mutta Elsa tahtoi jo pikemmin.	43129	43159	pakkala1895a	4	30
Mutta en vaan voi pudottaa jyviä.	275647	275680	jarnefelt1916a	5	33
Mutta ennen saivat vapaisuudessaan polttaa.	751303	751346	lehtonen1910a	4	43
Mutta entäs Pyy-Pekan rintatippoja?	280549	280584	lehtonen1910a	3	35
Mutta entäs se Muttinen?	306450	306474	lehtonen1910a	3	24
Mutta Esteriä auttelee Maunon Pertan Sanelma.	437223	437268	lehtonen1910a	5	45
Mutta ettei se suuttuisi.	74784	74809	lehtonen1910a	3	25
Mutta hän ei ennätä.	119968	119988	lehtonen1910a	3	20
Mutta hän ei erottanut.	126335	126358	pakkala1895a	3	23
Mutta hän ei noussut kohta.	286069	286096	jarnefelt1916a	4	27
Mutta hän ei ollut siitä millänsäkään.	136725	136763	canth1886a	5	38
Mutta hän ei suostunut.	506402	506425	lehtonen1910a	3	23
Mutta hän nieli kiukkunsa.	242080	242106	lassila1910a	3	26
Mutta hän oli myöskin kokonaan toinen.	55663	55701	jarnefelt1916a	5	38
Mutta hän oli vihassa isällekin.	81571	81603	pakkala1895a	4	32
Mutta hänestä ei mitään apua ollut.	79012	79047	canth1886a	5	35
Mutta häntä olisi tarvittu pian.	81463	81495	lassila1910a	4	32
Mutta harvoin Rosina itsekään kirkkoon joutaa.	105233	105279	lehtonen1910a	5	46
Mutta he ajattelevat näin tottumuksesta.	133974	134014	jarnefelt1913a	4	40
Mutta Hellu ymmärsi sen itsestään.	70173	70207	canth1886a	4	34
Mutta herra oli antanut namusia lapsille.	738322	738363	lehtonen1910a	5	41
Mutta hiljaa onkin nyt Pertta.	431173	431203	lehtonen1910a	4	30
Mutta horjuu kivikin.	395310	395331	lehtonen1910a	2	21
Mutta hyvä merkki sekin.	738413	738437	lehtonen1910a	3	24
Mutta hyvää sanoo neiti sen olevan.	601844	601879	lehtonen1910a	5	35
Mutta ihmeitä on kukan elo täynnä.	43250	43284	jarnefelt1913a	5	34
Mutta ilkeää se on, se riiteleminen.	413961	413997	lehtonen1910a	5	36
Mutta iloissaan hän oli.	16785	16809	pakkala1895a	3	24
Mutta irvistelkööt, perhanat.	375183	375212	lehtonen1910a	2	29
Mutta isä oli minun puolellani.	269174	269205	jarnefelt1916a	4	31
Mutta isä on hyvällä päällä.	198289	198317	lehtonen1910a	4	28
Mutta itse seisoi, ja katseli muka.	75426	75461	lehtonen1910a	5	35
Mutta itsellään hän niitä häpeili.	110830	110864	pakkala1895a	4	34
Mutta jamahtipas komesrootti kiinni omaan loukkuunsa.	451854	451907	lehtonen1910a	5	53
Mutta John häntä hillitsi.	144571	144597	canth1886a	3	26
Mutta Jöije ei tahtonut kuullakaan puolustuksiani.	276694	276744	jarnefelt1916a	5	50
Mutta Jöijelle ei tänään onnistunut mikään.	73918	73961	jarnefelt1916a	5	43
Mutta Jopia hävettää.	262324	262345	lehtonen1910a	2	21
Mutta juohtui siinä vielä Partanenkin mieleen.	250308	250354	lassila1910a	5	46
Mutta Jussi oli kuohuksissaan.	136638	136668	lassila1910a	3	30
Mutta Jussin kieli alkoi päästä siteistä.	51758	51799	lassila1910a	5	41
Mutta Jussista se estely tuntui ivailulta.	132453	132495	lassila1910a	5	42
Mutta juuri tässä Te erehdyttekin.	205178	205212	jarnefelt1916a	4	34
Mutta kah, toisetpa sillä onkin haluttavat.	57689	57732	lehtonen1910a	5	43
Mutta kaikki tämä oli Jaakosta kevyttä.	3987	4026	pakkala1895a	5	39
Mutta Käkriäinen soutaa levottomana ja huokaisee.	186085	186134	lehtonen1910a	5	49
Mutta Käkriäistä kaivataan sitten.	506735	506769	lehtonen1910a	3	34
Mutta kartanolla liikkui vielä palvelijoita.	109175	109219	pakkala1895a	4	44
Mutta käskyä ei kuulukaan.	131473	131499	jarnefelt1913a	3	26
Mutta kaunista on se karu paikkakunta.	4844	4882	lehtonen1910a	5	38
Mutta keltaisen.	260126	260142	lehtonen1910a	1	16
Mutta kenenkäs heille nyt lisää?	569537	569569	lehtonen1910a	4	32
Mutta Kenonen ei ollut ääneti.	56515	56545	lassila1910a	4	30
Mutta kohta saat rakennuksestamme valokuvan.	164221	164265	jarnefelt1916a	4	44
Mutta korkeimpana kaikuu Rosinan ääni.	644390	644428	lehtonen1910a	4	38
Mutta korvissa soittaa.	378482	378505	lehtonen1910a	2	23
Mutta kovimmin nauraa pikku Sanelma.	681859	681895	lehtonen1910a	4	36
Mutta köyhemmän pitäisi sellaisia passailla.	55091	55135	lehtonen1910a	4	44
Mutta kuinka voi ihminen auttaa toista?	772050	772089	lehtonen1910a	5	39
Mutta kuinkas kävi tänä iltana?	737784	737815	lehtonen1910a	4	31
Mutta kuinkas kävi?	50534	50553	lehtonen1910a	2	19
Mutta kuitenkin tahtoi hän tietää jotain.	741263	741304	lehtonen1910a	5	41
Mutta kun maistoin, niin seinään mättäsin.	151131	151173	lehtonen1910a	5	42
Mutta kun riihessä liikkui.	677648	677675	lehtonen1910a	3	27
Mutta kuuluupa tuo nytkin.	413190	413216	lehtonen1910a	3	26
Mutta kuuntelehan mitä hän sanoo.	114231	114264	jarnefelt1913a	4	33
Mutta kyllä minä löydän kavereita muualtakin.	488596	488641	lehtonen1910a	5	45
Mutta kyllä minä tiedän.	713160	713184	lehtonen1910a	3	24
Mutta kylläpä niitä maittaa ruoka.	110718	110752	canth1886a	4	34
Mutta kyyneleitä ei hänellä enää ollut.	238834	238873	canth1886a	5	39
Mutta laivaan menee.	256765	256785	lehtonen1910a	2	20
Mutta lapsen päähän me sitä.	275917	275945	lehtonen1910a	4	28
Mutta lapset saunassa eivät liikahdakaan.	676428	676469	lehtonen1910a	4	41
Mutta lasin voi peittää sisältä.	294000	294032	lehtonen1910a	4	32
Mutta leppyi siitä.	520086	520105	lehtonen1910a	2	19
Mutta lieneeköhän se tarkoitus?	134958	134989	jarnefelt1913a	3	31
Mutta Liisa ei päässyt liikkeelle.	73532	73566	pakkala1895a	4	34
Mutta maalaiselämä on niin ikävää.	137555	137589	lehtonen1910a	4	34
Mutta mäen alla ratkesivat hevoselta rahkeet.	387441	387486	lehtonen1910a	5	45
Mutta mahtavalta se kuului.	9270	9297	pakkala1895a	3	27
Mutta maitoa kaataa hän Muttiselle.	600767	600802	lehtonen1910a	4	35
Mutta Majefski taisi olla jokin juomapaikka.	54868	54912	jarnefelt1913a	5	44
Mutta Malakias vihastui ja lähtikin lääniin.	654048	654092	lehtonen1910a	5	44
Mutta Mari oli onneton.	34317	34340	canth1886a	3	23
Mutta Martti ei nauranut.	68955	68980	jarnefelt1916a	3	25
Mutta Martti katselee ja katselee.	290306	290340	jarnefelt1916a	4	34
Mutta Martti rakentaakin aika suurta taloa.	147537	147580	jarnefelt1916a	5	43
Mutta mene nyt sentään sänkyysi.	193768	193800	canth1886a	4	32
Mutta mieli kävi yhä alakuloisemmaksi.	82780	82818	jarnefelt1913a	4	38
Mutta mihinkähän ne talvella joutuvat?	658661	658699	lehtonen1910a	4	38
Mutta milloin?	109394	109408	lehtonen1910a	1	14
Mutta minä en avannut, en.	143899	143925	jarnefelt1913a	4	26
Mutta minä en ole varastanut.	301415	301444	lehtonen1910a	4	29
Mutta minä muutan tässä kohden kirjoitustapani.	179437	179484	jarnefelt1916a	5	47
Mutta minä olen _todella_ tasapainossa jälleen.	162940	162987	jarnefelt1916a	5	47
Mutta minkälaista on sillä välin tuvassa?	126379	126420	lehtonen1910a	5	41
Mutta missäs on Topi?	555099	555120	lehtonen1910a	3	21
Mutta missäs se on Juutas?	156185	156211	lehtonen1910a	4	26
Mutta mistä ihmeestä me taas puhelimmekaan?	281692	281735	jarnefelt1916a	5	43
Mutta mitä niitä kaikkia luettelemaan.	275185	275223	lehtonen1910a	4	38
Mutta mitä onpi elämä?	98562	98584	kilpi1903a	3	22
Mutta mitähän syntiä hän on tehnyt?	51826	51861	pakkala1895a	5	35
Mutta mitäs se Ananias, koulustako?	718244	718279	lehtonen1910a	4	35
Mutta mitäs tuo Leja muuta tekee?	512176	512209	lehtonen1910a	5	33
Mutta mummo on väsynyt, ruumiinkin vaivoista.	327413	327458	lehtonen1910a	5	45
Mutta Muttinen painaiksen saunaan.	656520	656554	lehtonen1910a	3	34
Mutta muureja ei näy enää missään.	260683	260717	lehtonen1910a	5	34
Mutta myöntyväinen tahtoo Juutas olla herralle.	719066	719113	lehtonen1910a	5	47
Mutta ne olivatkin minulle tarpeeksi.	238466	238503	jarnefelt1916a	4	37
Mutta niiden kellot soivat jo kaukana.	402916	402954	lehtonen1910a	5	38
Mutta niin hänestä tuntui.	127457	127483	pakkala1895a	3	26
Mutta niinhän ne ihmiset.	324711	324736	lehtonen1910a	3	25
Mutta nyt alkoi Kenonen järjestellä asiaa.	259039	259081	lassila1910a	5	42
Mutta nyt alkoivat rahtilaisetkin valmistua.	281550	281594	lassila1910a	4	44
Mutta nyt ei Rosina ole kotona.	199043	199074	lehtonen1910a	5	31
Mutta nyt hän oli muuttunut toiseksi.	105170	105207	pakkala1895a	5	37
Mutta nyt hän on yksinään.	112707	112733	lehtonen1910a	4	26
Mutta nyt jatkuivat vain illalliset ajatukset.	220439	220485	jarnefelt1916a	5	46
Mutta nyt luulin hänen sittenkin surevan.	289746	289787	jarnefelt1916a	5	41
Mutta nyt mankii Topi mäelle päin.	234801	234835	lehtonen1910a	5	34
Mutta nyt nukkuivat tyssitkin.	225924	225954	lehtonen1910a	3	30
Mutta nyt oli ottanut myrkkyä.	630993	631023	lehtonen1910a	4	30
Mutta nyt on edessä toinen luokka.	638444	638478	lehtonen1910a	5	34
Mutta nyt se oli jo selvitetty.	618436	618467	lehtonen1910a	5	31
Mutta nyt taas ärtyisellä päällä.	330760	330793	lehtonen1910a	4	33
Mutta nyt tahtookin Rosina pestä neidin.	744131	744171	lehtonen1910a	5	40
Mutta olisipa siellä vaalijoita Rosinan tulemattakin.	512016	512069	lehtonen1910a	5	53
Mutta olkoon, ajattelee Käkriäinen.	140732	140767	lehtonen1910a	3	35
Mutta on tuo ilkanäköistä.	623166	623192	lehtonen1910a	3	26
Mutta pääsyy oli jokin muu.	20159	20186	jarnefelt1913a	4	27
Mutta Partanen ei väistynyt.	224278	224306	lassila1910a	3	28
Mutta pian juoksee hän takaisin sisältä.	606872	606912	lehtonen1910a	5	40
Mutta piippu ei pala.	494503	494524	lehtonen1910a	3	21
Mutta pöhötykseen sitä.	275699	275722	lehtonen1910a	2	23
Mutta Rosina pitää tuollaisesta Juutaksesta.	324066	324110	lehtonen1910a	4	44
Mutta Rosinalleko se Hurja noin rähisisi.	407277	407318	lehtonen1910a	5	41
Mutta runsaasti on varsinkin korkeita putkia.	9875	9920	lehtonen1910a	5	45
Mutta rynnäkkö ei onnistunut nytkään.	110036	110073	lassila1910a	4	37
Mutta Saara ei ollut enää vastannut.	741042	741078	lehtonen1910a	5	36
Mutta Saara kuorsaa.	451116	451136	lehtonen1910a	2	20
Mutta Saara makaa sikeässä unessa.	20696	20730	lehtonen1910a	4	34
Mutta Saara syö vielä.	146563	146585	lehtonen1910a	3	22
Mutta Saarallahan ei ole kenkiä jalassa.	604571	604611	lehtonen1910a	5	40
Mutta saavathan he huomenna.	91291	91319	pakkala1895a	3	28
Mutta saikohan se Juutas jauhoja myllyltä.	426006	426048	lehtonen1910a	5	42
Mutta säkin se oli metsään jättänyt.	426090	426126	lehtonen1910a	5	36
Mutta sanokaa, mikä siitä pelastaisi?	158721	158758	canth1886a	4	37
Mutta saunassa minä en rupea asumaan.	311416	311453	lehtonen1910a	5	37
Mutta savutorven varjo pikimusta.	229648	229681	lehtonen1910a	3	33
Mutta se alkaminen on niin vaikeaa.	47491	47526	lehtonen1910a	5	35
Mutta se heitä selittämään.	214582	214609	lehtonen1910a	3	27
Mutta se juttu on lorua.	359467	359491	lehtonen1910a	4	24
Mutta se oli lapsen isä.	67066	67090	jarnefelt1913a	4	24
Mutta se oli mahdotonta.	77411	77435	pakkala1895a	3	24
Mutta se on toinen asia.	6549	6573	jarnefelt1913a	4	24
Mutta se toivo ei toteutunut.	94951	94980	canth1886a	4	29
Mutta se tulee jälleen kujalle näkyviin.	730952	730992	lehtonen1910a	5	40
Mutta selittäkää se nyt myöskin tuolle.	41470	41509	jarnefelt1916a	5	39
Mutta sellaista hän ei tee.	376530	376557	lehtonen1910a	4	27
Mutta sen äänen hän pian tukahdutti.	151192	151228	canth1886a	5	36
Mutta sianpuolukoita ne olivatkin, ne puolukat.	797456	797503	lehtonen1910a	5	47
Mutta siellä kuuli hän ihmeellisiä asioita.	57030	57073	lassila1910a	5	43
Mutta siellä on myöskin härkä.	610242	610272	lehtonen1910a	4	30
Mutta sieltäkään hän ei leipää löytänyt.	9041	9081	canth1886a	5	40
Mutta siihen oli taas puhe loppua.	292855	292889	lassila1910a	5	34
Mutta siihen saa luottaa.	311217	311242	lehtonen1910a	3	25
Mutta siinä ei kestä lämmin.	25587	25615	lehtonen1910a	4	28
Mutta siinä oli kiiltonapit.	110312	110340	pakkala1895a	3	28
Mutta siinäpähän vaan jaksaa elää yhtäkaikki.	34742	34787	canth1886a	5	45
Mutta siirtyivätkö _he_ vai siirtyikö vesi?	75436	75479	jarnefelt1916a	5	43
Mutta siitä ei mitään ilmoitettu.	237860	237893	canth1886a	4	33
Mutta siitä huolimatta alakuloisuus ei mennyt.	83240	83286	jarnefelt1913a	5	46
Mutta siitäkös Rosina kiivastuu.	500116	500148	lehtonen1910a	3	32
Mutta silloin pyöristyivät Maija Liisan silmät.	96671	96718	lassila1910a	5	47
Mutta silti hän ei hellitä.	376366	376393	lehtonen1910a	4	27
Mutta silti hörisevät jo kärpäset tuvassa.	117960	118002	lehtonen1910a	5	42
Mutta sinulla on tietysti eri huone.	55376	55412	jarnefelt1916a	5	36
Mutta sinussako olisi lyöjää.	423382	423411	lehtonen1910a	3	29
Mutta sitä ette tee.	82748	82768	canth1886a	3	20
Mutta sitä kohden hän tahtomattaankin kulkee.	136041	136086	jarnefelt1913a	5	45
Mutta sitähän ne taitaisivat odottaakin.	669445	669485	lehtonen1910a	4	40
Mutta sitten alkoi puhe vaieta.	249629	249660	lassila1910a	4	31
Mutta sitten livistää Sanelma yhtäkkiä tiehensä.	227410	227458	lehtonen1910a	5	48
Mutta tarkasti hän nyt seurasi jatkoa.	201183	201221	canth1886a	5	38
Mutta tarvitsisi se vanhakin.	323867	323896	lehtonen1910a	3	29
Mutta tätäpä ei löytynytkään.	59705	59734	lassila1910a	3	29
Mutta täytyy otella.	756711	756731	lehtonen1910a	2	20
Mutta toisen komennolla, Maunon.	489473	489505	lehtonen1910a	3	32
Mutta toisin nyt.	17443	17460	canth1886a	2	17
Mutta tuliko asia silloin helpommin ymmärrettäväksi?	173557	173609	jarnefelt1916a	5	52
Mutta tuo eukko.	778517	778533	lehtonen1910a	2	16
Mutta tupakka on mennyt piipusta maahan.	382614	382654	lehtonen1910a	5	40
Mutta tuvasta kuuluu toinen meteli.	679931	679966	lehtonen1910a	4	35
Mutta Ullan oli omituisen paha olo.	103641	103676	pakkala1895a	5	35
Mutta varoopa hän isin pikku poikaa.	386209	386245	lehtonen1910a	5	36
Mutta varsinkin pikku Repukalla, Sirkkuna visertelevällä.	315688	315745	lehtonen1910a	5	57
Mutta vastausta ei kuulu.	152765	152790	lehtonen1910a	3	25
Mutta vastausta ei tule.	484934	484958	lehtonen1910a	3	24
Mutta Vatanen oli nyt tuittupäällä.	40191	40226	lassila1910a	4	35
Mutta veneen laidat rytkähtävät jokaisella vetäisyllä.	179232	179286	lehtonen1910a	5	54
Mutta vielä puuttuu jotakin.	698103	698131	lehtonen1910a	3	28
Mutta voiko heitäkään syyttää?	46653	46683	jarnefelt1913a	3	30
Mutta voisi kai pirttiä lämmittää?	24973	25007	lehtonen1910a	4	34
Mutta yht'äkkiä hiljensi hän kulkunsa.	57969	58007	pakkala1895a	4	38
Mutta yhtä kaikki hän pelkäsi.	224411	224441	canth1886a	4	30
Mutta yöllä ei tahtonut tulla uni.	200879	200913	lassila1910a	5	34
Mutta: eteenpäin sen on elävän katsottava.	389207	389249	lehtonen1910a	5	42
Mutta?	52449	52455	pakkala1895a	0	6
Muttinen antaa koko pussin neidilleen.	553811	553849	lehtonen1910a	4	38
Muttinen arastelee hiukan härkää.	610341	610374	lehtonen1910a	3	33
Muttinen hätkähtää ja rypistää hiukan kulmiaan.	542674	542721	lehtonen1910a	5	47
Muttinen ihmettelee mielessään, ja muutkin.	715538	715581	lehtonen1910a	4	43
Muttinen innostuu opettamaan Ananiasta.	718596	718635	lehtonen1910a	3	39
Muttinen istuu nyt tuvan portailla.	746600	746635	lehtonen1910a	4	35
Muttinen ja neiti kulkevat pian rantaan.	573173	573213	lehtonen1910a	5	40
Muttinen käännähtää ja ihmettelee.	684641	684675	lehtonen1910a	3	34
Muttinen kohottaa hätkähtäen päätänsä.	788574	788612	lehtonen1910a	3	38
Muttinen kumartuu ja pitelee korviaan.	717150	717188	lehtonen1910a	4	38
Muttinen on tullut portaiden luokse.	543200	543236	lehtonen1910a	4	36
Muttinen sanoo haeskelleensa Malakiasta ja Jopia.	652470	652519	lehtonen1910a	5	49
Muttinen seisoo jo portailla, valmiina lähtemään.	572629	572678	lehtonen1910a	5	49
Muttinen, neiti ja Saara joutuvat rantaan.	574224	574266	lehtonen1910a	5	42
Muttinenkin alkaa kylpeä.	717633	717658	lehtonen1910a	2	25
Muttinenkin on vielä toistaiseksi lupsakkaa miestä.	562721	562772	lehtonen1910a	5	51
Muttisen Aapelin on tartuttava puoshakaan.	534379	534421	lehtonen1910a	4	42
Muu se on heidän pahenemiseensa syynä.	186471	186509	lehtonen1910a	5	38
Muuan teki vääryyttä, löi väärällä vuorolla.	75922	75966	pakkala1895a	5	44
